1	0.840188
2	0.394383
3	0.783099
4	0.798440
5	0.911647
6	0.197551
7	0.335223
8	0.768230
9	0.277775
10	0.553970
11	0.477397
12	0.628871
13	0.364784
14	0.513401
15	0.952230
16	0.916195
17	0.635712
18	0.717297
19	0.141603
20	0.606969
21	0.016301
22	0.242887
23	0.137232
24	0.804177
25	0.156679
26	0.400944
27	0.129790
28	0.108809
29	0.998925
30	0.218257
31	0.512932
32	0.839112
33	0.612640
34	0.296032
35	0.637552
36	0.524287
37	0.493583
38	0.972775
39	0.292517
40	0.771358
41	0.526745
42	0.769914
43	0.400229
44	0.891529
45	0.283315
46	0.352458
47	0.807725
48	0.919026
49	0.069755
50	0.949327
51	0.525995
52	0.086056
53	0.192214
54	0.663227
55	0.890233
56	0.348893
57	0.064171
58	0.020023
59	0.457702
60	0.063096
61	0.238280
62	0.970634
63	0.902208
64	0.850920
65	0.266666
66	0.539760
67	0.375207
68	0.760249
69	0.512535
70	0.667724
71	0.531606
72	0.039280
73	0.437638
74	0.931835
75	0.930810
76	0.720952
77	0.284293
78	0.738534
79	0.639979
80	0.354049
81	0.687861
82	0.165974
83	0.440105
84	0.880075
85	0.829201
86	0.330337
87	0.228968
88	0.893372
89	0.350360
90	0.686670
91	0.956468
92	0.588640
93	0.657304
94	0.858676
95	0.439560
96	0.923970
97	0.398437
98	0.814767
99	0.684219
100	0.910972
101	0.482491
102	0.215825
103	0.950252
104	0.920128
105	0.147660
106	0.881062
107	0.641081
108	0.431953
109	0.619596
110	0.281059
111	0.786002
112	0.307458
113	0.447034
114	0.226107
115	0.187533
116	0.276235
117	0.556444
118	0.416501
119	0.169607
120	0.906804
121	0.103171
122	0.126075
123	0.495444
124	0.760475
125	0.984752
126	0.935004
127	0.684445
128	0.383188
129	0.749771
130	0.368664
131	0.294160
132	0.232262
133	0.584489
134	0.244413
135	0.152390
136	0.732149
137	0.125475
138	0.793470
139	0.164102
140	0.745071
141	0.074530
142	0.950104
143	0.052529
144	0.521563
145	0.176211
146	0.240062
147	0.797798
148	0.732654
149	0.656564
150	0.967405
151	0.639458
152	0.759735
153	0.093480
154	0.134902
155	0.520210
156	0.078232
157	0.069906
158	0.204655
159	0.461420
160	0.819677
161	0.573319
162	0.755581
163	0.051939
164	0.157807
165	0.999994
166	0.204329
167	0.889956
168	0.125468
169	0.997799
170	0.054058
171	0.870540
172	0.072329
173	0.004162
174	0.923069
175	0.593892
176	0.180372
177	0.163131
178	0.391690
179	0.913027
180	0.819695
181	0.359095
182	0.552485
183	0.579430
184	0.452576
185	0.687387
186	0.099640
187	0.530808
188	0.757294
189	0.304295
190	0.992228
191	0.576971
192	0.877614
193	0.747809
194	0.628910
195	0.035421
196	0.747803
197	0.833239
198	0.925377
199	0.873271
200	0.831038
201	0.979434
202	0.743811
203	0.903366
204	0.983596
205	0.666880
206	0.497259
207	0.163968
208	0.830012
209	0.888949
210	0.076995
211	0.649707
212	0.248044
213	0.629480
214	0.229137
215	0.700620
216	0.316867
217	0.328777
218	0.231428
219	0.074161
220	0.633072
221	0.223656
222	0.651132
223	0.510686
224	0.971466
225	0.280042
226	0.546107
227	0.719269
228	0.113281
229	0.471483
230	0.592540
231	0.944318
232	0.450918
233	0.336351
234	0.847684
235	0.434513
236	0.003231
237	0.344943
238	0.598481
239	0.833243
240	0.233892
241	0.675476
242	0.482950
243	0.481936
244	0.304956
245	0.712087
246	0.182556
247	0.621823
248	0.040864
249	0.413984
250	0.695984
251	0.673936
252	0.637640
253	0.347116
254	0.184622
255	0.609106
256	0.627158
257	0.730729
258	0.328374
259	0.740438
260	0.202213
261	0.920914
262	0.684757
263	0.653130
264	0.257265
265	0.532441
266	0.087644
267	0.260497
268	0.877384
269	0.686125
270	0.093740
271	0.111276
272	0.361601
273	0.576691
274	0.593211
275	0.666557
276	0.288778
277	0.775767
278	0.288379
279	0.329642
280	0.189751
281	0.984363
282	0.003579
283	0.827391
284	0.331479
285	0.188201
286	0.436497
287	0.958637
288	0.918930
289	0.764871
290	0.699075
291	0.121143
292	0.685786
293	0.383832
294	0.774273
295	0.943051
296	0.916273
297	0.861917
298	0.203548
299	0.793657
300	0.548042
301	0.297288
302	0.904932
303	0.909643
304	0.873979
305	0.498144
306	0.576200
307	0.162757
308	0.273911
309	0.864579
310	0.492399
311	0.463662
312	0.848942
313	0.495977
314	0.291053
315	0.180421
316	0.684178
317	0.727550
318	0.139058
319	0.603109
320	0.492422
321	0.838134
322	0.724252
323	0.178208
324	0.221966
325	0.498525
326	0.121259
327	0.138238
328	0.360443
329	0.324807
330	0.931895
331	0.908485
332	0.622095
333	0.836828
334	0.818128
335	0.496074
336	0.334972
337	0.394327
338	0.658831
339	0.608883
340	0.258906
341	0.151230
342	0.072545
343	0.107848
344	0.647207
345	0.363598
346	0.288270
347	0.331386
348	0.091149
349	0.427328
350	0.934495
351	0.583570
352	0.265461
353	0.658747
354	0.761778
355	0.487427
356	0.157272
357	0.883037
358	0.625665
359	0.517715
360	0.207844
361	0.557561
362	0.426199
363	0.829939
364	0.394388
365	0.244327
366	0.326013
367	0.729360
368	0.638654
369	0.984845
370	0.338243
371	0.897560
372	0.136075
373	0.410788
374	0.005409
375	0.783282
376	0.774386
377	0.293678
378	0.114668
379	0.865535
380	0.721006
381	0.049162
382	0.449105
383	0.986467
384	0.707909
385	0.210883
386	0.473894
387	0.865181
388	0.093920
389	0.099559
390	0.382896
391	0.301763
392	0.657120
393	0.809095
394	0.131702
395	0.051508
396	0.053422
397	0.457716
398	0.780868
399	0.692076
400	0.442560
401	0.119111
402	0.589637
403	0.578635
404	0.529899
405	0.595045
406	0.361917
407	0.304285
408	0.888723
409	0.476585
410	0.169820
411	0.609729
412	0.525747
413	0.618925
414	0.596196
415	0.233656
416	0.829808
417	0.070090
418	0.098837
419	0.923728
420	0.169650
421	0.481733
422	0.225491
423	0.826769
424	0.290829
425	0.357193
426	0.878278
427	0.344251
428	0.814909
429	0.659146
430	0.036327
431	0.257469
432	0.778257
433	0.625964
434	0.836104
435	0.308157
436	0.221009
437	0.198021
438	0.612442
439	0.109733
440	0.674605
441	0.782262
442	0.719462
443	0.200352
444	0.401188
445	0.315658
446	0.434009
447	0.230996
448	0.385748
449	0.532846
450	0.154724
451	0.555398
452	0.014579
453	0.380215
454	0.382167
455	0.305408
456	0.737408
457	0.260445
458	0.649659
459	0.552316
460	0.919591
461	0.685986
462	0.809785
463	0.697848
464	0.311950
465	0.645889
466	0.006005
467	0.532960
468	0.843910
469	0.618447
470	0.642693
471	0.518515
472	0.400709
473	0.362154
474	0.718867
475	0.801897
476	0.677812
477	0.152876
478	0.032893
479	0.063561
480	0.685722
481	0.187616
482	0.618958
483	0.700301
484	0.567831
485	0.001125
486	0.005709
487	0.305239
488	0.261570
489	0.655368
490	0.857555
491	0.181161
492	0.341354
493	0.667341
494	0.879009
495	0.653305
496	0.313230
497	0.885014
498	0.186265
499	0.157139
500	0.503461
501	0.828957
502	0.675654
503	0.904170
504	0.191112
505	0.394521
506	0.706067
507	0.868924
508	0.547397
509	0.738959
510	0.932485
511	0.233119
512	0.926576
513	0.551443
514	0.933420
515	0.494407
516	0.552568
517	0.939129
518	0.799646
519	0.814139
520	0.594497
521	0.657201
522	0.995300
523	0.935852
524	0.324541
525	0.874309
526	0.589157
527	0.637771
528	0.759324
529	0.775421
530	0.794910
531	0.262785
532	0.604379
533	0.470564
534	0.166955
535	0.795490
536	0.865086
537	0.873021
538	0.664414
539	0.412483
540	0.611981
541	0.596899
542	0.645601
543	0.538557
544	0.148342
545	0.579022
546	0.032963
547	0.700910
548	0.518151
549	0.832609
550	0.515049
551	0.112648
552	0.489810
553	0.510349
554	0.048500
555	0.814351
556	0.384658
557	0.637656
558	0.452122
559	0.143982
560	0.413078
561	0.247033
562	0.406767
563	0.017457
564	0.717597
565	0.573721
566	0.812947
567	0.582682
568	0.446743
569	0.477361
570	0.995165
571	0.058723
572	0.074260
573	0.640766
574	0.597280
575	0.222602
576	0.219788
577	0.630243
578	0.923513
579	0.737939
580	0.462852
581	0.438562
582	0.850586
583	0.952662
584	0.948911
585	0.899086
586	0.767014
587	0.333569
588	0.536742
589	0.219136
590	0.477551
591	0.949820
592	0.466169
593	0.884318
