1.000000,0.500000
1.100000,0.476732
1.200000,0.456435
1.300000,0.438529
1.400000,0.422578
1.500000,0.408249
1.600000,0.395284
1.700000,0.383482
1.800000,0.372677
1.900000,0.362737
2.000000,0.353553
2.100000,0.345033
2.200000,0.337101
2.300000,0.329692
2.400000,0.322748
2.500000,0.316229
2.600000,0.310088
2.700000,0.304290
2.800000,0.298808
2.900000,0.293610
3.000000,0.288674
3.100000,0.283982
3.200000,0.279508
3.300000,0.275240
3.400000,0.271163
3.500000,0.267262
3.600000,0.263523
3.700000,0.259939
3.800000,0.256495
3.900000,0.253184
4.000000,0.250000
4.100000,0.246931
4.200000,0.243974
4.300000,0.241123
4.400000,0.238365
4.500000,0.235700
4.600000,0.233125
4.700000,0.230633
4.800000,0.228217
4.900000,0.225877
5.000000,0.223608
5.100000,0.221405
5.200000,0.219265
5.300000,0.217186
5.400000,0.215166
5.500000,0.213198
5.600000,0.211289
5.700000,0.209428
5.800000,0.207612
5.900000,0.205849
6.000000,0.204126
6.100000,0.202443
6.200000,0.200804
6.300000,0.199205
6.400000,0.197642
6.500000,0.196114
6.600000,0.194627
6.700000,0.193165
6.800000,0.191740
6.900000,0.190346
7.000000,0.188982
7.100000,0.187645
7.200000,0.186340
7.300000,0.185061
7.400000,0.183804
7.500000,0.182574
7.600000,0.181370
7.700000,0.180185
7.800000,0.179030
7.900000,0.177893
8.000000,0.176774
8.100000,0.175682
8.200000,0.174607
8.300000,0.173550
8.400000,0.172515
8.500000,0.171498
8.600000,0.170499
8.700000,0.169513
8.800000,0.168550
8.900000,0.167599
9.000000,0.166667
9.100000,0.165752
9.200000,0.164846
9.300000,0.163958
9.400000,0.163083
9.500000,0.162221
9.600000,0.161373
9.700000,0.160543
9.800000,0.159717
9.900000,0.158913
10.000000,0.158114
10.100000,0.157327
10.200000,0.156555
10.300000,0.155795
10.400000,0.155040
10.500000,0.154303
10.600000,0.153575
10.700000,0.152851
10.800000,0.152149
10.900000,0.151443
11.000000,0.150755
11.100000,0.150076
11.200000,0.149405
11.300000,0.148739
11.400000,0.148086
11.500000,0.147442
11.600000,0.146803
11.700000,0.146176
11.800000,0.145559
11.900000,0.144946
12.000000,0.144338
12.100000,0.143743
12.200000,0.143148
12.300000,0.142566
12.400000,0.141989
12.500000,0.141420
12.600000,0.140861
12.700000,0.140306
12.800000,0.139755
12.900000,0.139213
13.000000,0.138671
13.100000,0.138143
13.200000,0.137623
13.300000,0.137104
13.400000,0.136589
13.500000,0.136087
13.600000,0.135585
13.700000,0.135083
13.800000,0.134595
13.900000,0.134111
14.000000,0.133626
14.100000,0.133156
14.200000,0.132689
14.300000,0.132219
14.400000,0.131761
14.500000,0.131304
14.600000,0.130855
14.700000,0.130411
14.800000,0.129972
14.900000,0.129532
15.000000,0.129101
15.100000,0.128670
15.200000,0.128249
15.300000,0.127831
15.400000,0.127409
15.500000,0.127001
15.600000,0.126597
15.700000,0.126188
15.800000,0.125788
15.900000,0.125393
16.000000,0.124998
16.100000,0.124611
16.200000,0.124221
16.300000,0.123848
16.400000,0.123466
16.500000,0.123093
16.600000,0.122720
16.700000,0.122347
16.800000,0.121982
16.900000,0.121627
17.000000,0.121263
17.100000,0.120917
